Sentence #,Word,POS,Tag
715,.,PUNCT,O
716,These,PRON,O
716,allow,VERB,O
716,a,DET,O
716,developer,NOUN,O
716,to,PART,O
716,analyze,VERB,O
716,what,PRON,O
716,the,DET,O
716,behavior,NOUN,O
716,of,ADP,O
716,the,DET,O
716,microcontroller,NOUN,B-comp
716,and,CCONJ,O
716,their,PRON,O
716,program,NOUN,B-sw
716,should,AUX,O
716,be,AUX,O
716,if,SCONJ,O
716,they,PRON,O
716,were,AUX,O
716,using,VERB,O
716,the,DET,O
716,actual,ADJ,O
716,part,NOUN,O
716,.,PUNCT,O
717,A,DET,O
717,simulator,NOUN,B-sw
717,will,AUX,O
717,show,VERB,O
717,the,DET,O
717,internal,ADJ,O
717,processor,NOUN,B-hwp
717,state,NOUN,O
717,and,CCONJ,O
717,also,ADV,O
717,that,PRON,O
717,of,ADP,O
717,the,DET,O
717,outputs,NOUN,O
717,",",PUNCT,O
717,as,ADV,O
717,well,ADV,O
717,as,ADP,O
717,allowing,VERB,O
717,input,NOUN,O
717,signals,NOUN,O
717,to,PART,O
717,be,AUX,O
717,generated,VERB,O
717,.,PUNCT,O
718,While,SCONJ,O
718,on,ADP,O
718,the,DET,O
718,one,NUM,O
718,hand,NOUN,O
718,most,ADJ,O
718,simulators,NOUN,O
718,will,AUX,O
718,be,AUX,O
718,limited,VERB,O
718,from,ADP,O
718,being,AUX,O
718,unable,ADJ,O
718,to,PART,O
718,simulate,VERB,B-func
718,much,ADJ,O
718,other,ADJ,O
718,hardware,NOUN,O
718,in,ADP,O
718,a,DET,O
718,system,NOUN,O
718,",",PUNCT,O
718,they,PRON,O
718,can,AUX,O
718,exercise,VERB,O
718,conditions,NOUN,O
718,that,PRON,O
718,may,AUX,O
718,otherwise,ADV,O
718,be,AUX,O
718,hard,ADJ,O
718,to,PART,O
718,reproduce,VERB,O
718,at,ADP,O
718,will,NOUN,O
718,in,ADP,O
718,the,DET,O
718,physical,ADJ,O
718,implementation,NOUN,O
718,",",PUNCT,O
718,and,CCONJ,O
718,can,AUX,O
718,be,AUX,O
718,the,DET,O
718,quickest,ADJ,O
718,way,NOUN,O
718,to,ADP,O
718,debug,NOUN,B-func
718,problems,NOUN,O
718,.,PUNCT,O
719,Recent,ADJ,O
719,microcontrollers,NOUN,B-comp
719,are,AUX,O
719,often,ADV,O
719,integrated,VERB,O
719,with,ADP,O
719,on,ADP,O
719,-,PUNCT,O
719,chip,NOUN,O
719,debug,NOUN,O
719,circuitry,NOUN,O
719,",",PUNCT,O
719,allow,VERB,O
719,debugging,NOUN,B-func
719,of,ADP,O
719,the,DET,O
719,firmware,NOUN,B-sw
719,with,ADP,O
719,a,DET,O
719,debugger,NOUN,O
719,.,PUNCT,O
720,A,DET,O
720,real,ADJ,O
720,-,PUNCT,O
720,time,NOUN,O
720,ICE,PROPN,B-sw
720,may,AUX,O
720,allow,VERB,O
720,viewing,VERB,O
720,and/or,CCONJ,O
720,manipulating,NOUN,O
720,of,ADP,O
720,internal,ADJ,O
720,states,NOUN,O
720,while,SCONJ,O
720,running,VERB,O
720,.,PUNCT,O
722,=,PUNCT,O
722,=,PUNCT,O
722,Types,NOUN,O
722,=,PUNCT,O
722,=,PUNCT,O
722,"

",SPACE,O
722,As,ADP,O
722,of,ADP,O
722,2008,NUM,O
722,",",PUNCT,O
722,there,PRON,O
722,are,VERB,O
722,several,ADJ,O
722,dozen,NOUN,O
722,and,CCONJ,O
722,vendors,NOUN,O
722,including,VERB,O
722,:,PUNCT,O
722,"

",SPACE,O
722,ARM,PROPN,B-hwp
722,core,NOUN,I-hwp
722,processors,NOUN,I-hwp
722,(,PUNCT,O
722,many,ADJ,O
722,vendors,NOUN,O
722,),PUNCT,O
722,"
",SPACE,O
722,ARM,PROPN,B-hwp
722,Cortex,PROPN,I-hwp
722,-,PUNCT,I-hwp
722,M,PROPN,I-hwp
722,processor,NOUN,I-hwp
722,are,AUX,O
722,specifically,ADV,O
722,targeted,VERB,O
722,toward,ADP,O
722,microcontroller,NOUN,B-sw
722,applications,NOUN,I-sw
722,"
",SPACE,O
722,Microchip,PROPN,O
722,Technology,PROPN,O
722,Atmel,PROPN,B-comp
722,AVR,PROPN,I-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,AVR32,PROPN,B-comp
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,and,CCONJ,O
722,AT91SAM,PROPN,O
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Cypress,PROPN,O
722,Semiconductor,PROPN,O
722,'s,PART,O
722,M8C,PROPN,O
722,core,NOUN,O
722,used,VERB,O
722,in,ADP,O
722,their,PRON,O
722,PSoC,PROPN,B-sys
722,(,PUNCT,O
722,Programmable,PROPN,B-sys
722,System,NOUN,I-sys
722,-,PUNCT,I-sys
722,on,ADP,I-sys
722,-,PUNCT,I-sys
722,Chip,NOUN,I-sys
722,),PUNCT,O
722,"
",SPACE,O
722,Freescale,PROPN,B-hwp
722,ColdFire,PROPN,I-hwp
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,and,CCONJ,O
722,S08,PROPN,B-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Freescale,PROPN,B-comp
722,68HC11,NUM,I-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,and,CCONJ,O
722,others,NOUN,O
722,based,VERB,O
722,on,ADP,O
722,the,DET,O
722,Motorola,PROPN,B-hwp
722,6800,NUM,I-hwp
722,family,NOUN,O
722,"
",SPACE,O
722,Intel,PROPN,B-comp
722,8051,NUM,I-comp
722,",",PUNCT,O
722,also,ADV,O
722,manufactured,VERB,O
722,by,ADP,O
722,NXP,PROPN,O
722,Semiconductors,PROPN,O
722,",",PUNCT,O
722,Infineon,PROPN,O
722,and,CCONJ,O
722,many,ADJ,O
722,others,NOUN,O
722,"
",SPACE,O
722,Infineon,PROPN,O
722,:,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,XC800,NOUN,B-comp
722,",",PUNCT,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,XE166,PROPN,B-comp
722,",",PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,XMC4000,NOUN,B-comp
722,(,PUNCT,O
722,ARM,PROPN,B-hwp
722,based,VERB,I-hwp
722,Cortex,PROPN,I-hwp
722,M4F,PROPN,I-hwp
722,),PUNCT,O
722,",",PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,TriCore,ADJ,B-comp
722,and,CCONJ,O
722,",",PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,Aurix,PROPN,B-comp
722,Tricore,ADJ,I-comp
722,Bit,PROPN,I-comp
722,microcontrollers,NOUN,I-comp
722,"
",SPACE,O
722,Microchip,PROPN,O
722,Technology,PROPN,O
722,PIC,PROPN,O
722,",",PUNCT,O
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,PIC16,PROPN,B-comp
722,",",PUNCT,O
722,PIC18,PROPN,B-comp
722,",",PUNCT,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,dsPIC33,PROPN,B-comp
722,/,SYM,O
722,PIC24,PROPN,B-comp
722,),PUNCT,O
722,",",PUNCT,O
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,PIC32,NOUN,B-comp
722,),PUNCT,O
722,"
",SPACE,O
722,NXP,PROPN,O
722,Semiconductors,PROPN,O
722,LPC1000,PROPN,O
722,",",PUNCT,O
722,LPC2000,PROPN,O
722,",",PUNCT,O
722,LPC3000,PROPN,O
722,",",PUNCT,O
722,LPC4000,PROPN,O
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,LPC900,PROPN,O
722,",",PUNCT,O
722,LPC700,PROPN,O
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Parallax,PROPN,O
722,Propeller,PROPN,O
722,"
",SPACE,O
722,PowerPC,X,O
722,ISE,PROPN,O
722,"
",SPACE,O
722,Rabbit,NOUN,B-comp
722,2000,NUM,I-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Renesas,PROPN,O
722,Electronics,PROPN,O
722,:,PUNCT,O
722,RL78,PROPN,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,MCU,PROPN,B-comp
722,;,PUNCT,O
722,RX,NOUN,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,MCU,PROPN,B-comp
722,;,PUNCT,O
722,SuperH,PROPN,O
722,;,PUNCT,O
722,V850,NOUN,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,MCU,PROPN,B-comp
722,;,PUNCT,O
722,H8,PROPN,O
722,;,PUNCT,O
722,R8C,PROPN,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,MCU,PROPN,B-comp
722,"
",SPACE,O
722,Silicon,PROPN,O
722,Laboratories,PROPN,O
722,Pipelined,VERB,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,8051,NUM,O
722,microcontrollers,NOUN,B-comp
722,and,CCONJ,O
722,mixed,ADJ,O
722,-,PUNCT,O
722,signal,NOUN,O
722,ARM,PROPN,O
722,-,PUNCT,O
722,based,VERB,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,microcontrollers,NOUN,B-comp
722,"
",SPACE,O
722,STMicroelectronics,NOUN,O
722,STM8,PROPN,B-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,ST10,PROPN,B-comp
722,(,PUNCT,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,STM32,PROPN,B-comp
722,(,PUNCT,B-mea
722,32,NUM,O
722,-,PUNCT,B-unit
722,bit,NOUN,O
722,),PUNCT,O
722,",",PUNCT,O
722,SPC5,PROPN,B-comp
722,(,PUNCT,O
722,automotive,ADJ,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Texas,PROPN,O
722,Instruments,PROPN,O
722,TI,PROPN,B-comp
722,MSP430,PROPN,I-comp
722,(,PUNCT,O
722,16,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,MSP432,PROPN,B-comp
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,",",PUNCT,O
722,C2000,PROPN,B-comp
722,(,PUNCT,O
722,32,NUM,B-mea
722,-,PUNCT,O
722,bit,NOUN,B-unit
722,),PUNCT,O
722,"
",SPACE,O
722,Toshiba,PROPN,B-comp
722,TLCS-870,PROPN,I-comp
722,(,PUNCT,O
722,8,NUM,B-mea
722,-,PUNCT,O
722,bit/16,NOUN,B-unit
722,-,PUNCT,O
722,bit)Many,NOUN,O
722,others,NOUN,O
722,exist,VERB,O
722,",",PUNCT,O
722,some,PRON,O
722,of,ADP,O
722,which,PRON,O
722,are,AUX,O
722,used,VERB,O
722,in,ADP,O
722,very,ADV,O
722,narrow,ADJ,O
722,range,NOUN,O
722,of,ADP,O
722,applications,NOUN,B-sw
722,or,CCONJ,O
722,are,AUX,O
722,more,ADV,O
722,like,ADP,O
722,applications,NOUN,B-hwp
722,processors,NOUN,I-hwp
722,than,ADP,O
722,microcontrollers,NOUN,B-comp
722,.,PUNCT,O
723,The,DET,O
723,microcontroller,NOUN,O
723,market,NOUN,O
723,is,AUX,O
723,extremely,ADV,O
723,fragmented,ADJ,O
723,",",PUNCT,O
723,with,ADP,O
723,numerous,ADJ,O
723,vendors,NOUN,O
723,",",PUNCT,O
723,technologies,NOUN,O
723,",",PUNCT,O
723,and,CCONJ,O
723,markets,NOUN,O
723,.,PUNCT,O
724,Note,VERB,O
724,that,SCONJ,O
724,many,ADJ,O
724,vendors,NOUN,O
724,sell,VERB,O
724,or,CCONJ,O
724,have,AUX,O
724,sold,VERB,O
724,multiple,ADJ,O
724,architectures,NOUN,O
724,.,PUNCT,O
725,"
",SPACE,O
725,In,ADP,O
725,contrast,NOUN,O
725,to,ADP,O
725,general,ADJ,B-sys
725,-,PUNCT,I-sys
725,purpose,NOUN,I-sys
725,computers,NOUN,I-sys
725,",",PUNCT,O
725,microcontrollers,NOUN,B-comp
725,used,VERB,O
725,in,ADP,O
725,embedded,VERB,B-sys
725,systems,NOUN,I-sys
725,often,ADV,O
725,seek,VERB,O
725,to,PART,O
725,optimize,VERB,O
725,interrupt,ADJ,O
725,latency,NOUN,B-qt
725,over,ADP,O
725,instruction,NOUN,B-qt
725,throughput,NOUN,I-qt
725,.,PUNCT,O
726,Issues,NOUN,O
726,include,VERB,O
726,both,PRON,O
726,reducing,VERB,O
726,the,DET,O
726,latency,NOUN,B-qt
726,",",PUNCT,O
726,and,CCONJ,O
726,making,VERB,O
726,it,PRON,O
726,be,AUX,O
726,more,ADV,O
726,predictable,ADJ,O
726,(,PUNCT,O
726,to,PART,O
726,support,VERB,O
726,real,ADJ,O
726,-,PUNCT,O
726,time,NOUN,O
726,control,NOUN,O
726,),PUNCT,O
726,.,PUNCT,O
727,When,SCONJ,O
727,an,DET,O
727,electronic,ADJ,B-sys
727,device,NOUN,I-sys
727,causes,VERB,O
727,an,DET,O
727,interrupt,ADJ,O
727,",",PUNCT,O
727,during,ADP,O
727,the,DET,O
727,context,NOUN,O
727,switch,VERB,O
727,the,DET,O
727,intermediate,ADJ,O
727,results,NOUN,O
727,(,PUNCT,O
727,registers,NOUN,O
727,),PUNCT,O
727,have,VERB,O
727,to,PART,O
727,be,AUX,O
727,saved,VERB,O
727,before,SCONJ,O
727,the,DET,O
727,software,NOUN,O
727,responsible,ADJ,O
727,for,ADP,O
727,handling,VERB,O
727,the,DET,O
727,interrupt,NOUN,O
727,can,AUX,O
727,run,VERB,O
727,.,PUNCT,O
728,They,PRON,O
728,must,AUX,O
728,also,ADV,O
728,be,AUX,O
728,restored,VERB,O
728,after,SCONJ,O
728,that,DET,O
728,interrupt,ADJ,O
728,handler,NOUN,O
728,is,AUX,O
728,finished,VERB,O
728,.,PUNCT,O
729,If,SCONJ,O
729,there,PRON,O
729,are,VERB,O
729,more,ADJ,O
729,processor,NOUN,O
729,registers,NOUN,O
729,",",PUNCT,O
729,this,DET,O
729,saving,NOUN,O
729,and,CCONJ,O
729,restoring,VERB,O
729,process,NOUN,O
729,may,AUX,O
729,take,VERB,O
729,more,ADJ,O
729,time,NOUN,B-qt
729,",",PUNCT,O
729,increasing,VERB,O
729,the,DET,O
729,latency,NOUN,B-qt
729,.,PUNCT,O
730,(,PUNCT,O
730,If,SCONJ,O
730,an,DET,O
730,ISR,PROPN,B-sw
730,does,AUX,O
730,not,PART,O
730,require,VERB,O
730,the,DET,O
730,use,NOUN,O
730,of,ADP,O
730,some,DET,O
730,registers,NOUN,O
730,",",PUNCT,O
730,it,PRON,O
730,may,AUX,O
730,simply,ADV,O
730,leave,VERB,O
730,them,PRON,O
730,alone,ADJ,O
730,rather,ADV,O
730,than,ADP,O
730,saving,VERB,O
730,and,CCONJ,O
730,restoring,VERB,O
730,them,PRON,O
730,",",PUNCT,O
730,so,CCONJ,O
730,in,ADP,O
730,that,DET,O
730,case,NOUN,O
730,those,DET,O
730,registers,NOUN,O
730,are,AUX,O
730,not,PART,O
730,involved,VERB,O
730,with,ADP,O
730,the,DET,O
730,latency,NOUN,B-qt
730,.,PUNCT,O
730,),PUNCT,O
731,Ways,NOUN,O
731,to,PART,O
731,reduce,VERB,O
731,such,ADJ,O
731,context,NOUN,O
731,/,SYM,O
731,restore,NOUN,O
731,latency,NOUN,B-qt
731,include,VERB,O
731,having,VERB,O
731,relatively,ADV,O
731,few,ADJ,O
731,registers,NOUN,O
731,in,ADP,O
731,their,PRON,O
731,central,ADJ,B-hwp
731,processing,NOUN,I-hwp
731,units,NOUN,I-hwp
731,(,PUNCT,O
731,undesirable,ADJ,O
731,because,SCONJ,O
731,it,PRON,O
731,slows,VERB,O
731,down,ADP,O
731,most,ADJ,O
731,non,ADJ,O
731,-,ADJ,O
731,interrupt,ADJ,O
731,processing,NOUN,O
731,substantially,ADV,O
731,),PUNCT,O
731,",",PUNCT,O
731,or,CCONJ,O
731,at,ADP,O
731,least,ADJ,O
731,having,VERB,O
731,the,DET,O
731,hardware,NOUN,O
731,not,PART,O
731,save,VERB,O
731,them,PRON,O
731,all,PRON,O
731,(,PUNCT,O
731,this,PRON,O
731,fails,VERB,O
731,if,SCONJ,O
731,the,DET,O
731,software,NOUN,O
731,then,ADV,O
731,needs,VERB,O
731,to,PART,O
731,compensate,VERB,O
731,by,ADP,O
731,saving,VERB,O
731,the,DET,O
731,rest,NOUN,O
731,"""",PUNCT,O
731,manually,ADV,O
731,"""",PUNCT,O
731,),PUNCT,O
731,.,PUNCT,O
732,Another,DET,O
732,technique,NOUN,O
732,involves,VERB,O
732,spending,VERB,O
732,silicon,NOUN,O
732,gates,NOUN,O
732,on,ADP,O
732,"""",PUNCT,O
732,shadow,NOUN,O
732,registers,NOUN,O
732,"""",PUNCT,O
732,:,PUNCT,O
732,One,NUM,O
732,or,CCONJ,O
732,more,ADV,O
732,duplicate,ADJ,O
732,registers,NOUN,O
732,used,VERB,O
732,only,ADV,O
732,by,ADP,O
732,the,DET,O
732,interrupt,ADJ,B-sw
732,software,NOUN,I-sw
732,",",PUNCT,O
732,perhaps,ADV,O
732,supporting,VERB,O
732,a,DET,O
732,dedicated,ADJ,O
732,stack,NOUN,O
732,.,PUNCT,O
733,Other,ADJ,O
733,factors,NOUN,O
733,affecting,VERB,O
733,interrupt,ADJ,B-qt
733,latency,NOUN,I-qt
733,include,VERB,O
733,:,PUNCT,O
733,"

",SPACE,O
733,Cycles,PROPN,B-qt
733,needed,VERB,O
733,to,PART,O
733,complete,VERB,O
733,current,ADJ,O
733,CPU,NOUN,B-hwp
733,activities,NOUN,O
733,.,PUNCT,O
734,To,PART,O
734,minimize,VERB,O
734,those,DET,O
734,costs,NOUN,B-qt
734,",",PUNCT,O
734,microcontrollers,NOUN,B-comp
734,tend,VERB,O
734,to,PART,O
734,have,VERB,O
734,short,ADJ,O
734,pipelines,NOUN,O
734,(,PUNCT,O
734,often,ADV,O
734,three,NUM,O
734,instructions,NOUN,B-sw
734,or,CCONJ,O
734,less,ADJ,O
734,),PUNCT,O
734,",",PUNCT,O
734,small,ADJ,O
734,write,NOUN,B-hwsp
734,buffers,NOUN,I-hwsp
734,",",PUNCT,O
734,and,CCONJ,O
734,ensure,VERB,O
734,that,SCONJ,O
734,longer,ADJ,O
734,instructions,NOUN,B-sw
734,are,AUX,O
734,continuable,ADJ,O
734,or,CCONJ,O
734,restartable,ADJ,O
734,.,PUNCT,O
735,RISC,PROPN,O
735,design,NOUN,O
735,principles,NOUN,O
735,ensure,VERB,O
735,that,SCONJ,O
735,most,ADJ,O
735,instructions,NOUN,B-sw
735,take,VERB,O
735,the,DET,O
735,same,ADJ,O
735,number,NOUN,O
735,of,ADP,O
735,cycles,NOUN,B-qt
735,",",PUNCT,O
735,helping,AUX,O
735,avoid,VERB,O
735,the,DET,O
735,need,NOUN,O
735,for,ADP,O
735,most,ADJ,O
735,such,ADJ,O
735,continuation,NOUN,O
735,/,SYM,O
735,restart,NOUN,O
735,logic,NOUN,O
735,.,PUNCT,O
736,The,DET,O
736,length,NOUN,B-qt
736,of,ADP,O
736,any,DET,O
736,critical,ADJ,O
736,section,NOUN,O
736,that,PRON,O
736,needs,VERB,O
736,to,PART,O
736,be,AUX,O
736,interrupted,VERB,O
737,.,PUNCT,O
738,When,SCONJ,O
738,a,DET,O
738,data,NOUN,O
738,structure,NOUN,O
738,must,AUX,O
738,be,AUX,O
738,accessed,VERB,O
738,by,ADP,O
738,an,DET,O
738,interrupt,ADJ,B-sw
738,handler,NOUN,I-sw
738,",",PUNCT,O
738,the,DET,O
738,critical,ADJ,O
738,section,NOUN,O
738,must,AUX,O
738,block,VERB,O
738,that,PRON,O
738,interrupt,ADJ,O
738,.,PUNCT,O
739,Accordingly,ADV,O
739,",",PUNCT,O
739,interrupt,ADJ,B-qt
739,latency,NOUN,I-qt
739,is,AUX,O
739,increased,VERB,O
739,by,ADP,O
739,however,ADV,O
739,long,ADV,O
739,that,SCONJ,O
739,interrupt,ADJ,O
739,is,AUX,O
739,blocked,VERB,O
739,.,PUNCT,O
740,When,SCONJ,O
740,there,PRON,O
740,are,VERB,O
740,hard,ADJ,O
740,external,ADJ,O
740,constraints,NOUN,O
740,on,ADP,O
740,system,NOUN,B-qt
740,latency,NOUN,I-qt
740,",",PUNCT,O
740,developers,NOUN,O
740,often,ADV,O
740,need,VERB,O
740,tools,NOUN,O
740,to,PART,O
740,measure,VERB,O
740,interrupt,ADJ,B-qt
740,latencies,NOUN,I-qt
740,and,CCONJ,O
740,track,NOUN,O
740,down,ADP,O
740,which,DET,O
740,critical,ADJ,O
740,sections,NOUN,O
740,cause,VERB,O
740,slowdowns,NOUN,O
740,.,PUNCT,O
741,One,NUM,O
741,common,ADJ,O
741,technique,NOUN,O
741,just,ADV,O
741,blocks,VERB,O
741,all,DET,O
741,interrupts,NOUN,O
741,for,ADP,O
741,the,DET,O
741,duration,NOUN,O
741,of,ADP,O
741,the,DET,O
741,critical,ADJ,O
741,section,NOUN,O
741,.,PUNCT,O
742,This,PRON,O
742,is,AUX,O
742,easy,ADJ,O
742,to,PART,O
742,implement,VERB,O
742,",",PUNCT,O
742,but,CCONJ,O
742,sometimes,ADV,O
742,critical,ADJ,O
742,sections,NOUN,O
742,get,VERB,O
742,uncomfortably,ADV,O
742,long,ADJ,O
742,.,PUNCT,O
744,This,PRON,O
744,is,AUX,O
744,often,ADV,O
744,based,VERB,O
744,on,ADP,O
744,interrupt,ADJ,O
744,priorities,NOUN,O
744,.,PUNCT,O
745,Accordingly,ADV,O
745,",",PUNCT,O
745,this,DET,O
745,technique,NOUN,O
745,is,AUX,O
745,used,VERB,O
745,mostly,ADV,O
745,in,ADP,O
745,very,ADV,O
745,constrained,VERB,O
745,environments,NOUN,O
745,.,PUNCT,O
746,Processors,NOUN,B-hwp
746,may,AUX,O
746,have,VERB,O
746,hardware,NOUN,O
746,support,NOUN,O
746,for,ADP,O
746,some,DET,O
746,critical,ADJ,O
746,sections,NOUN,O
746,.,PUNCT,O
747,Examples,NOUN,O
747,include,VERB,O
747,supporting,VERB,O
747,atomic,ADJ,O
747,access,NOUN,O
747,to,ADP,O
747,bits,NOUN,B-unit
747,or,CCONJ,O
747,bytes,NOUN,B-unit
747,within,ADP,O
747,a,DET,O
747,word,NOUN,B-unit
747,",",PUNCT,O
747,or,CCONJ,O
747,other,ADJ,O
747,atomic,ADJ,O
747,access,NOUN,O
747,primitives,NOUN,O
747,like,ADP,O
747,the,DET,O
747,LDREX,PROPN,B-func
747,/,SYM,O
747,STREX,ADJ,B-func
747,exclusive,ADJ,O
747,access,NOUN,O
747,primitives,NOUN,O
747,introduced,VERB,O
747,in,ADP,O
747,the,DET,O
747,ARMv6,NOUN,O
747,architecture,NOUN,O
747,.,PUNCT,O
748,Interrupt,ADJ,O
748,nesting,NOUN,O
748,.,PUNCT,O
749,Some,DET,O
749,microcontrollers,NOUN,B-comp
749,allow,VERB,O
749,higher,ADJ,O
749,priority,NOUN,O
749,interrupts,NOUN,O
749,to,PART,O
749,interrupt,VERB,O
749,lower,ADJ,O
749,priority,NOUN,O
749,ones,NOUN,O
749,.,PUNCT,O
750,This,PRON,O
750,allows,VERB,O
750,software,NOUN,O
750,to,PART,O
750,manage,VERB,O
750,latency,NOUN,B-qt
750,by,ADP,O
750,giving,VERB,O
750,time,NOUN,B-qt
750,-,PUNCT,O
750,critical,ADJ,O
750,interrupts,NOUN,O
750,higher,ADJ,O
750,priority,NOUN,O
750,(,PUNCT,O
750,and,CCONJ,O
750,thus,ADV,O
750,lower,ADV,O
750,and,CCONJ,O
750,more,ADV,O
750,predictable,ADJ,O
750,latency,NOUN,B-qt
750,),PUNCT,O
750,than,ADP,O
750,less,ADV,O
750,-,PUNCT,O
750,critical,ADJ,O
750,ones,NOUN,O
750,.,PUNCT,O
751,Trigger,PROPN,O
751,rate,NOUN,O
751,.,PUNCT,O
752,When,SCONJ,O
752,interrupts,NOUN,O
752,occur,VERB,O
752,back,ADV,O
752,-,PUNCT,O
752,to,ADP,O
752,-,PUNCT,O
752,back,NOUN,O
752,",",PUNCT,O
752,microcontrollers,NOUN,B-comp
752,may,AUX,O
752,avoid,VERB,O
752,an,DET,O
752,extra,ADJ,O
752,context,NOUN,O
752,save,VERB,O
752,/,SYM,O
752,restore,NOUN,O
752,cycle,NOUN,B-qt
752,by,ADP,O
752,a,DET,O
752,form,NOUN,O
752,of,ADP,O
752,tail,NOUN,O
752,call,NOUN,O
752,optimization,NOUN,O
752,.,PUNCT,O
752,Lower,ADJ,O
752,end,NOUN,O
752,microcontrollers,NOUN,B-comp
752,tend,VERB,O
752,to,PART,O
752,support,VERB,O
752,fewer,ADJ,O
752,interrupt,ADJ,B-qt
752,latency,NOUN,I-qt
752,controls,NOUN,O
752,than,ADP,O
752,higher,ADJ,O
752,end,NOUN,O
752,ones,NOUN,O
752,.,PUNCT,O
753,=,PUNCT,O
753,=,PUNCT,O
753,=,PUNCT,O
753,=,PUNCT,O
753,"
",SPACE,O
753,Two,NUM,O
753,different,ADJ,O
753,kinds,NOUN,O
753,of,ADP,O
753,memory,NOUN,B-hwp
753,are,AUX,O
753,commonly,ADV,O
753,used,VERB,O
753,with,ADP,O
753,microcontrollers,NOUN,B-comp
753,",",PUNCT,O
753,a,DET,O
753,non,ADJ,B-hwp
753,-,ADJ,I-hwp
753,volatile,ADJ,I-hwp
753,memory,NOUN,I-hwp
753,for,ADP,O
753,storing,VERB,O
753,firmware,NOUN,B-sw
753,and,CCONJ,O
753,a,DET,O
753,read,NOUN,B-hwp
753,-,PUNCT,I-hwp
753,write,NOUN,I-hwp
753,memory,NOUN,I-hwp
753,for,ADP,O
753,temporary,ADJ,O
753,data,NOUN,B-qt
753,.,PUNCT,O
754,=,PUNCT,O
754,=,PUNCT,O
754,=,PUNCT,O
754,"
",SPACE,O
754,From,ADP,O
754,the,DET,O
754,earliest,ADJ,O
754,microcontrollers,NOUN,B-comp
754,to,ADP,O
754,today,NOUN,O
754,",",PUNCT,O
754,six,NUM,B-hwp
754,-,PUNCT,I-hwp
754,transistor,NOUN,I-hwp
754,SRAM,PROPN,I-hwp
754,is,AUX,O
